#
# ssys_0407-658.dat as part of a data collection to be published alongside
# Hobbs et al. (2019) "An ultra-wide bandwidth (704 to 4032 MHz) receiver for the Parkes 
# radio telescope".
#
# This data collection has been collated by George Hobbs (george.hobbs@csiro.au)
#
# These data are licensed under the Creative Commons Attribution 4.0 License: Attribution Copyright 2019 CSIRO
#
# Frequency (MHz) Ssys(A) Err_Ssys(A) Ssys(B) Err_Ssys(B)
# System equivalent flux densities are measured in Jy
#
704 0 0 0 0
705 0 0 0 0
706 0 0 0 0
707 0 0 0 0
708 0 0 0 0
709 0 0 0 0
710 0 0 0 0
711 0 0 0 0
712 0 0 0 0
713 0 0 0 0
714 0 0 0 0
715 0 0 0 0
716 0 0 0 0
717 0 0 0 0
718 0 0 0 0
719 0 0 0 0
720 0 0 0 0
721 0 0 0 0
722 0 0 0 0
723 0 0 0 0
724 0 0 0 0
725 0 0 0 0
726 0 0 0 0
727 0 0 0 0
728 0 0 0 0
729 0 0 0 0
730 0 0 0 0
731 0 0 0 0
732 0 0 0 0
733 28797.4 795.019 25817.3 633.037
734 30501.1 824.647 26394.1 618.99
735 30819.3 871.931 28323.2 715.472
736 32367.1 958.424 27709.3 702.498
737 32222.1 987.822 28051.1 727.336
738 31460.2 992.527 28134.3 745.727
739 33312.3 1082.52 29442.9 792.449
740 33078.8 1124.39 29367.3 831.894
741 33933.2 1251.35 29082.9 861.331
742 39673.1 1869.34 29276.1 923.059
743 36050.3 1536.17 27956.3 888.123
744 38041.4 1701.4 28996.8 938.015
745 39432.1 1877.83 29884.2 1031.4
746 37854.1 2016.93 28254.6 1039.21
747 39646.4 2344.72 30419.4 1252.86
748 41301 2764.24 28848.3 1235.1
749 0 0 0 0
750 0 0 0 0
751 0 0 0 0
752 0 0 0 0
753 0 0 0 0
754 0 0 0 0
755 0 0 0 0
756 0 0 0 0
757 0 0 0 0
758 0 0 0 0
759 0 0 0 0
760 0 0 0 0
761 0 0 0 0
762 0 0 0 0
763 0 0 0 0
764 0 0 0 0
765 0 0 0 0
766 0 0 0 0
767 0 0 0 0
768 0 0 0 0
769 0 0 0 0
770 0 0 0 0
771 0 0 0 0
772 0 0 0 0
773 0 0 0 0
774 0 0 0 0
775 0 0 0 0
776 0 0 0 0
777 0 0 0 0
778 0 0 0 0
779 0 0 0 0
780 0 0 0 0
781 0 0 0 0
782 0 0 0 0
783 0 0 0 0
784 0 0 0 0
785 0 0 0 0
786 0 0 0 0
787 0 0 0 0
788 0 0 0 0
789 0 0 0 0
790 0 0 0 0
791 0 0 0 0
792 0 0 0 0
793 0 0 0 0
794 0 0 0 0
795 0 0 0 0
796 0 0 0 0
797 29457.9 603.848 28130.1 546.889
798 30066.2 591.99 27799.6 507.583
799 29236.9 546.972 27455.7 478.858
800 29337.7 533.362 27023.8 446.501
801 28576.7 496.675 26544.5 428.263
802 28269.4 482.703 26767.7 424.38
803 28299.8 457.898 25955.2 392.681
804 27803.8 432.303 25899.7 384.801
805 27520.8 416.837 25107.9 359.016
806 27025.6 407.768 24689.5 339.928
807 27028.7 411.134 24649.3 339.606
808 26537 382.969 25165.7 333.908
809 25866.5 350.601 24779 318.827
810 25508.8 342.501 24195.1 306.616
811 25510.3 341.36 24107.1 302.211
812 26293.7 364.375 23720.2 295.608
813 26644.8 369.818 24401 305.661
814 26058.1 344.342 25256.4 313.185
815 25557.1 327.958 24289.2 287.382
816 25761.6 332.715 23754.1 287.553
817 24422.6 301.991 23804.3 285.694
818 25077.8 320.864 23948.2 297.413
819 25727.6 333.675 24253.9 302.522
820 25517.1 330.329 24589.1 305.554
821 24220.4 310.198 23442.8 282.747
822 24624 318.525 23319.6 279.387
823 25348.2 355.376 23295.4 298.256
824 0 0 0 0
825 0 0 0 0
826 0 0 0 0
827 0 0 0 0
828 0 0 0 0
829 0 0 0 0
830 0 0 0 0
831 0 0 0 0
832 0 0 0 0
833 0 0 0 0
834 0 0 0 0
835 0 0 0 0
836 0 0 0 0
837 0 0 0 0
838 0 0 0 0
839 0 0 0 0
840 0 0 0 0
841 0 0 0 0
842 0 0 0 0
843 0 0 0 0
844 0 0 0 0
845 25262.6 414.375 23595.6 340.719
846 25243.4 381.097 26015.9 396.312
847 23260.9 387.353 24792.3 338.213
848 29965.5 687.376 28234.3 517.473
849 24860.9 345.262 25503.5 312.761
850 25144 347.332 24126.6 286.01
851 24516.8 336.238 23709.5 279.663
852 25746.1 372.437 24450.8 299.477
853 25037.9 345.331 24411.3 287.068
854 26178 381.637 25222.4 324.297
855 24891.7 358.877 24757.6 310.095
856 23959.7 344.561 23357.2 283.203
857 24301.1 367.094 22769.6 275.338
858 24245.2 379.542 23231.6 284.592
859 25101 410.399 23559.8 297.521
860 25848.6 462.771 24323.5 330.848
861 25291.3 476.775 23988.6 345.701
862 24770.7 490.957 23048.6 335.753
863 0 0 0 0
864 0 0 0 0
865 0 0 0 0
866 0 0 0 0
867 0 0 0 0
868 0 0 0 0
869 0 0 0 0
870 0 0 0 0
871 0 0 0 0
872 0 0 0 0
873 0 0 0 0
874 0 0 0 0
875 0 0 0 0
876 0 0 0 0
877 0 0 0 0
878 0 0 0 0
879 0 0 0 0
880 0 0 0 0
881 0 0 0 0
882 0 0 0 0
883 0 0 0 0
884 0 0 0 0
885 0 0 0 0
886 0 0 0 0
887 0 0 0 0
888 0 0 0 0
889 0 0 0 0
890 0 0 0 0
891 0 0 0 0
892 0 0 0 0
893 0 0 0 0
894 0 0 0 0
895 0 0 0 0
896 0 0 0 0
897 0 0 0 0
898 0 0 0 0
899 0 0 0 0
900 0 0 0 0
901 0 0 0 0
902 0 0 0 0
903 0 0 0 0
904 21188.7 328.845 20273.6 271.335
905 21605.8 326.085 20788.5 276.802
906 21879.3 291.368 23558.7 320.053
907 22405.5 328.708 20825.2 268.623
908 23592.9 321.238 24109.1 312.944
909 22000.3 301.545 20727.5 274.428
910 21281 280.36 21056.7 285.908
911 21411.1 289.814 20302.7 273.516
912 21410.8 281.889 20992 265.119
913 23233.5 336.027 22164.5 337.8
914 23295.7 293.54 21062.9 237.162
915 21781 411.471 18707.3 448.156
916 24435.9 509.785 21754.5 568.684
917 0 0 0 0
918 0 0 0 0
919 0 0 0 0
920 0 0 0 0
921 0 0 0 0
922 0 0 0 0
